show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s224,TV Show,Race to the Center of the Earth,,Chris Payne Gilbert,United States,14-May-21,2021,TV-14,1 Season,"Action-Adventure, Family, Game Show / Competition",Race to the Center of the Earth. Four epic courses. One finish line.
s225,TV Show,Special Agent Oso,,"Sean Astin, Meghan Strange, Gary Anthony Williams, Amber Hood, Cam Clarke, Phill Lewis","United States, United Kingdom, South Korea",14-May-21,2009,TV-Y,2 Seasons,"Action-Adventure, Animation, Kids",Special Agent Oso is an adorable stuffed bear and an agent-in-training!
s226,Movie,X-Men: The Last Stand,Brett Ratner,"Hugh Jackman, Halle Berry, Ian McKellen, Famke Janssen, Anna Paquin, Kelsey Grammer","United States, United Kingdom, Canada",14-May-21,2006,PG-13,105 min,"Action-Adventure, Family, Science Fiction","When Professor X clashes with Magneto, the battle lines are drawn for the war to end all wars."
s227,TV Show,The Incredible Hulk,,"Neal McDonough, John Vernon, Luke Perry, Lou Ferrigno, Genie Francis",United States,10-May-21,1996,TV-Y7,2 Seasons,"Action-Adventure, Animation, Kids",Scientist Bruce Banner develops a dangerous alter ego – a monster known as the Incredible Hulk.
s228,Movie,Fantastic Four: Rise of the Silver Surfer,Tim Story,"Ioan Gruffudd, Jessica Alba, Chris Evans, Michael Chiklis, Julian McMahon, Kerry Washington","United States, Germany, United Kingdom",7-May-21,2007,PG,93 min,"Action-Adventure, Family, Science Fiction","The Fantastic Four meet The Silver Surfer, who comes to Earth to prepare it for destruction."
s229,TV Show,Wander Over Yonder,,"Jack McBrayer, April Winchell, Keith Ferguson, Tom Kenny","United States, Canada, Ireland",7-May-21,2013,TV-Y7,2 Seasons,Comedy,Best friends travel through the cosmos.
s230,Movie,Wild Hearts Can't Be Broken,Steve Miner,"Gabrielle Anwar, Michael Schoeffling, Kathleen York, Dylan Kussman, Cliff Robertson, Frank Renzulli",United States,7-May-21,1991,G,89 min,"Biographical, Drama","A runaway is determined to become a death-defying horse ""diving girl."""
s231,Movie,"Maggie Simpson in ""The Force Awakens from its Nap""",David Silverman,,,4-May-21,2021,TV-PG,4 min,"Animation, Comedy, Parody","In a daycare far, far away… but still in Springfield, Maggie goes on a quest for her lost pacifier."
s232,Movie,Star Wars Biomes,,,,4-May-21,2021,TV-G,18 min,Science Fiction,"Fly over the surface of some of the most iconic Star Wars biomes, planets, and moons."
s233,TV Show,Star Wars Vehicle Flythroughs,,,,4-May-21,2021,TV-G,1 Season,"Anthology, Science Fiction",Fly through some of the most iconic Star Wars ships and vehicles.
s234,TV Show,The Bad Batch,,Dee Bradley Baker,,4-May-21,2021,TV-PG,1 Season,"Action-Adventure, Animation, Science Fiction",The Bad Batch must find their way in a rapidly changing galaxy.
s235,TV Show,Spider-Man,,"Christopher Daniel Barnes, Edward Asner, Linda Gray, Rodney Saulsberry, Liz Georges, Saratoga Ballantine",United States,3-May-21,1994,TV-Y7,5 Seasons,"Action-Adventure, Animation, Kids",A young man with spider-like abilities fights crime while trying to have a normal personal life.
s236,Movie,22 vs. Earth,Kevin Nolting,"Tina Fey, Richard Ayoade, Alice Braga",,30-Apr-21,2021,TV-PG,9 min,"Animation, Comedy, Family","22 refuses to go to Earth, enlisting a gang of 5 other new souls in her attempt at rebellion."
s237,TV Show,Adventures in Wonderland,,"Patrick Richwood, Reece Holland, John Robert Hoffman, Wesley Mann, Harry Waters Jr., John Lovelady",,30-Apr-21,1996,TV-G,1 Season,"Fantasy, Musical",This Emmy award-winning series mixes music and fantasy with language and social skills.
s238,Movie,Disney My Music Story SUKIMASWITCH,Kentaro Takayanagi,"Takuya Ohashi, Shintaro Tokita",,30-Apr-21,2020,TV-PG,81 min,"Biographical, Documentary, Music",This episode features SUKIMASWITCH. They share their thoughts on music.
s239,TV Show,DuckTales,,"David Tennant, Danny Pudi, Ben Schwartz, Bobby Moynihan, Kate Micucci, Tony Anselmo",United States,30-Apr-21,2017,TV-Y7,3 Seasons,"Action-Adventure, Animation, Comedy",Join Scrooge and family on globe-trotting adventures!
s240,Movie,Oklahoma!,Fred Zinnemann,"Gordon MacRae, Gloria Grahame, Gene Nelson",United States,30-Apr-21,1956,TV-PG,148 min,"Musical, Romance, Western",Two young cowboys vie with a ranch hand and peddler for the hearts of the women they love.
s241,Movie,Baby's Day Out,Patrick Read Johnson,"Joe Mantegna, Lara Flynn Boyle, Joe Pantoliano, Brian Haley, Cynthia Nixon, Fred Dalton Thompson",United States,23-Apr-21,1994,PG,99 min,"Action-Adventure, Comedy, Crime",Three bumbling kidnappers attempt to nab the baby of a rich couple.
s242,Movie,Being the Queen,Tom Jennings,,United States,23-Apr-21,2020,TV-14,44 min,"Biographical, Documentary",Being the Queen tells the story of Queen Elizabeth II from those who know her best.
s243,TV Show,Liv and Maddie,,"Dove Cameron, Joey Bragg, Tenzing Norgay Trainor, Kali Rocha, Benjamin King",United States,23-Apr-21,2013,TV-G,4 Seasons,"Comedy, Coming of Age, Kids",The series follows 15-year-old twins Liv and Maddie.
s244,TV Show,Secrets of the Whales,,"Sigourney Weaver, James Cameron, Brian Skerry",,22-Apr-21,2021,TV-PG,1 Season,"Animals & Nature, Docuseries",Secrets of the Whales reveals the mysterious and beautiful world of whales.
s245,TV Show,Big Shot,,"John Stamos, Jessalyn Gilsig, Yvette Nicole Brown, Richard Robichaux, Sophia Mitri Schloss, Nell Verlaque",,16-Apr-21,2021,TV-PG,1 Season,"Comedy, Drama, Sports","After being ousted from NCAA, a men’s basketball coach takes a job at an elite private high school."
s246,TV Show,Earth Moods,,,,16-Apr-21,2021,TV-G,1 Season,"Animals & Nature, Anthology",Relax and reset as you journey around the world with Earth Moods.
s247,TV Show,Primal Survivor,,Hazen Audel,United States,16-Apr-21,2014,TV-PG,5 Seasons,"Docuseries, Reality, Survival",Hazen Audel relives his most thrilling moments and reveals what it takes to become Primal Survivor.
s248,Movie,Rio,Carlos Saldanha,"Anne Hathaway, Jesse Eisenberg, will.i.am , Jamie Foxx, George Lopez, Tracy Morgan","United States, Brazil",16-Apr-21,2011,G,99 min,"Action-Adventure, Animation, Comedy","Blu, a rare macaw leaves his home in small town Minnesota and heads to Rio to help save his species."
s249,Movie,The Kid Who Would Be King,Joe Cornish,"Louis Ashbourne Serkis, Tom Taylor, Rebecca Ferguson, Patrick Stewart, Denise Gough, Dean Chaumoo","United Kingdom, United States",16-Apr-21,2019,PG,121 min,"Action-Adventure, Coming of Age, Family","When a kid discovers the legendary sword, Excalibur, he and his friends join Merlin to fight evil!"
s250,Movie,Treasure Buddies,Robert Vince,"Richard Riehle, Mason Cook, Adam Alexi-Malle, Lochlyn Munro, Mo Gallini, Christopher Maleki","United States, Canada",16-Apr-21,2012,G,96 min,"Action-Adventure, Comedy, Kids",Travel across the globe on a treasure hunt with the adorable thrill-seeking Buddies.
s251,Movie,White Fang 2: Myth of the White Wolf,Ken Olin,"Scott Bairstow, Charmaine Craig, Alfred Molina, Geoffrey Lewis, Al Harrington, Anthony Michael Ruivivar",United States,16-Apr-21,1994,PG,106 min,"Action-Adventure, Animals & Nature, Drama",A dog-wolf stops miners from destroying a sacred land.
s252,Movie,Cesar Millan: The Real Story,Doug Shultz,Cesar Millan,United States,9-Apr-21,2012,TV-PG,45 min,"Biographical, Documentary",Follow Cesar Millan's incredible rise from impoverished illegal immigrant to celebrity dog trainer.
s253,TV Show,Future-Worm!,,"Andy Milonakis, James Adomian, Corey Burton, Melanie Lynskey, Ryan Quincy, Neil deGrasse Tyson",United States,9-Apr-21,2016,TV-Y7,1 Season,"Family, Kids","One boy, one worm... these are their adventures!"
s254,TV Show,Kick Buttowski: Suburban Daredevil,,"Charlie Schlatter, Matt Jones, Danny Cooksey",United States,9-Apr-21,2010,TV-Y7,2 Seasons,"Action-Adventure, Animation",Kick Buttowski is an extraordinary kid determined to become the worlds greatest daredevil.
s255,Movie,Man of the House,James Orr,"Chevy Chase, Farrah Fawcett, Jonathan Taylor Thomas, George Wendt",United States,9-Apr-21,1995,PG,97 min,"Comedy, Coming of Age, Crime",A man joins the YMCA to impress the son of the woman of his dreams.
s256,Movie,Mark Twain and Me,Daniel Petrie,"Jason Robards, Talia Shire, R.H. Thomson, Fiona Reid, Chris Wiggins, Amy Stewart","Canada, United States",9-Apr-21,1991,TV-PG,93 min,"Biographical, Coming of Age, Drama","A shy 11 -year- old is thrilled to meet Mark Twain, the man she most admires in all the world."
s257,Movie,Squanto: A Warrior's Tale,Xavier Koller,"Adam Beach, Eric Schweig, Michael Gambon, Nathaniel Parker, Alex Norton, Sheldon Peters Wolfchild","United States, Canada",9-Apr-21,1994,PG,102 min,"Action-Adventure, Biographical, Drama",A vivid true story of one man's unquenchable thirst for independence.
s258,Movie,Caravan of Courage: An Ewok Adventure,John Korty,"Eric Walker, Warwick Davis, Fionnula Flanagan, Guy Boyd, Aubree Miller, Daniel Frishman",,2-Apr-21,1984,TV-PG,97 min,"Action-Adventure, Fantasy, Science Fiction","After Cindel and Mace are separated from their parents, courageous Ewoks aid in reuniting them."
s259,Movie,Ewoks: The Battle for Endor,"Jim Wheat, Ken Wheat","Wilford Brimley, Warwick Davis, Aubree Miller, Siân Phillips, Carel Struycken, Niki Botelho",United States,2-Apr-21,1985,TV-PG,97 min,"Action-Adventure, Fantasy, Science Fiction",The adventures of the Ewoks continue as Wicket and friends confront the evil Marauders.
s260,TV Show,Higglytown Heroes,,"Frankie Ryan Manriquez, Taylor Masamitsu, Liliana Mumy, Rory Thost, Edie McClurg","United States, South Korea",2-Apr-21,2004,TV-Y,2 Seasons,"Animation, Kids, Musical","You're invited to meet the heroes all around you, since everyone's a hero in their own way!"
s261,Movie,Island at the Top of the World,Robert Stevenson,"David Hartman, Donald Sinden, Jacques Marin, Mako , David Gwillim, Agneta Eckemyr",United States,2-Apr-21,1974,G,94 min,"Action-Adventure, Fantasy, Survival",A man commissions an airship and crew to search for his missing son.
s262,TV Show,Made in a Day,,Craig Whitney,United States,2-Apr-21,2020,TV-PG,1 Season,Reality,This is the story of how today’s biggest brands are made today.
s263,Movie,Night at the Museum,Shawn Levy,"Ben Stiller, Carla Gugino, Dick Van Dyke, Mickey Rooney, Bill Cobbs, Jake Cherry","United States, United Kingdom",2-Apr-21,2006,PG,109 min,"Action-Adventure, Comedy, Family",A new guard at the Natural History Museum finds that when visitors leave the exhibits come to life.
s264,TV Show,Secrets Of The Zoo,,Mocean Melvin,,2-Apr-21,2017,TV-PG,4 Seasons,"Animals & Nature, Docuseries, Family",Go behind the scenes at The Columbus Zoo and Aquarium.
s265,Movie,Sharks Of The Bermuda Triangle,,Mike New,,2-Apr-21,2020,TV-PG,45 min,"Animals & Nature, Documentary",The Bermuda Triangle’s greatest wonder may be the secret breeding grounds of tiger sharks.
s266,TV Show,Star Wars Vintage: Clone Wars 2D Micro-Series,,"Mat Lucas, James Arnold Taylor, Tom Kane, Grey DeLisle, Corey Burton, André Sogliuzzo",,2-Apr-21,2021,TV-Y7-FV,1 Season,Series,"Enjoy this thrilling, Emmy® Award-winning animated series that continues the Star Wars story."
s267,Movie,Star Wars Vintage: Story of the Faithful Wookiee,,,,2-Apr-21,2021,TV-Y7-FV,9 min,Animation,"With his friends ailing from a sleeping virus, Chewbacca gets “help” from Boba Fett."
s268,TV Show,Star Wars: Ewoks,,"Jim Henshaw, Cree Summer Francks, Jackie Burroughs, George Buza, Doug Chamberlain, Paul Chato",,2-Apr-21,1985,TV-Y7-FV,2 Seasons,"Action-Adventure, Animation, Fantasy","Join your favorite, furry Star Wars heroes, the Ewoks, in an action-packed, animated series!"
s269,Movie,The Big Year,David Frankel,"Steve Martin, Jack Black, Owen Wilson, Brian Dennehy, Anjelica Huston, Rashida Jones","United States, Canada",2-Apr-21,2011,PG,101 min,"Animals & Nature, Comedy",Three men pursue the Birder of the Year title across the continent.
s270,Movie,The Last Ice,Scott Ressler,,United States,2-Apr-21,2020,TV-14,82 min,"Animals & Nature, Documentary","As climate change melts the Arctic ice, the indigenous people fight to protect the land."
s271,Movie,Third Man on the Mountain,Ken Annakin,"Michael Rennie, James MacArthur, Janet Munro, James Donald, Herbert Lom, Laurence Naismith","United States, United Kingdom",2-Apr-21,1959,G,107 min,"Action-Adventure, Coming of Age, Family","A boy attempts the impossible - climbing the ""Citadel."""
s272,TV Show,Walk the Prank,,"Cody Veith, Bryce Gheisar, Brandon Severs, Jillian Shea Spaeder, Tobie Windham",United States,2-Apr-21,2016,TV-Y7,3 Seasons,"Comedy, Reality",Chance and his crew prank unsuspecting targets.
s273,Movie,Gnomeo & Juliet,Kelly Asbury,"James McAvoy, Emily Blunt, Matt Lucas, Ashley Jensen, Michael Caine, Jim Cummings","United Kingdom, United States, Canada, Ireland",26-Mar-21,2011,G,86 min,"Action-Adventure, Animation, Family",Two garden gnomes remain star-crossed lovers during a feud among neighbors.
s274,TV Show,Pickle and Peanut,,"Johnny Pemberton, Jon Heder, Dana Snyder, Joel Trussell",United States,26-Mar-21,2015,TV-Y7,2 Seasons,Comedy,The freewheeling adventures of Pickle and Peanut.
s275,TV Show,The Mighty Ducks: Game Changers,,,,26-Mar-21,2021,TV-PG,1 Season,"Comedy, Drama, Sports",A new group of misfits rediscovers the joys of playing hockey for the love of the game.
s276,TV Show,Disney Big Hero 6 The Series,,"Scott Adsit, Ryan Potter, Brooks Wheelan, Jamie Chung, Khary Payton, Genesis Rodriguez",United States,19-Mar-21,2017,TV-G,3 Seasons,"Action-Adventure, Animation, Kids","Hiro, Baymax and team protect the city from villains."
s277,Movie,Disney My Music Story: Perfume,Kentaro Takayanagi,"a-chan , KASHIYUKA , NOCCHi",,19-Mar-21,2019,,53 min,"Biographical, Documentary, Music",J-Pop band Perfume shares their passion for music and Disney memories.
s278,TV Show,Mexico Untamed,,Juan Monsalvez,,19-Mar-21,2018,TV-PG,1 Season,"Animals & Nature, Docuseries",Predator and prey fight age-old battles for survival in Mexico Untamed
s279,TV Show,The Falcon and The Winter Soldier,,"Anthony Mackie, Sebastian Stan, Daniel Brühl, Emily VanCamp, Wyatt Russell",,19-Mar-21,2021,TV-14,1 Season,"Action-Adventure, Buddy, Science Fiction",Sam Wilson aka The Falcon and Bucky Barnes aka The Winter Soldier team up on a global adventure.
s280,Movie,Doc McStuffins: The Doc Is In,Chris Hamilton,"Laya DeLeon Hayes, Loretta Devine, Lara Jill Miller, Robbie Rist, Anthony Anderson, Dr Myiesha Taylor,  MD",,12-Mar-21,2020,TV-Y,24 min,"Animation, Kids, Medical",Doc McStuffins helps kids learn about healthy habits.
s281,TV Show,Marvel Studios ASSEMBLED,,,,12-Mar-21,2021,,1 Season,"Anthology, Docuseries",ASSEMBLED is an immersive series of docu-specials examining the next phase of the MCU.
s282,Movie,Miss Peregrine's Home for Peculiar Children,Tim Burton,"Eva Green, Asa Butterfield, Samuel L. Jackson, Judi Dench, Rupert Everett, Allison Janney","United States, United Kingdom, Belgium, Canada",12-Mar-21,2016,PG-13,127 min,"Coming of Age, Fantasy",A wildly imaginative fantasy-adventure about a secret world for children with unusual powers.
s283,Movie,Own the Room,"Cristina Costantini, Darren Foster","Alondra Toledo, Daniela Blanco, Henry Onyango, Jason Hadzikostas, Santosh Pandey",,12-Mar-21,2021,TV-14,91 min,Documentary,"Five young entrepreneurs from across the world vie for $100,000."
s284,Movie,Garfield: A Tail of Two Kitties,Tim Hill,"Breckin Meyer, Jennifer Love Hewitt, Billy Connolly, Bill Murray","United Kingdom, United States",5-Mar-21,2006,PG,79 min,"Comedy, Family, Kids",Garfield is adopted by a greedy Lord with nefarious plans to open up his estate as a hunting ground.
s285,TV Show,American Dragon: Jake Long,,"Dante Basco, Jeff Bennett, Amy Bruckner, John DiMaggio, Charlie Finn, Kittie",United States,26-Feb-21,2004,TV-Y7,2 Seasons,"Action-Adventure, Animation, Comedy",Jake strives to find balance in his life as a New York teen learning to master his mystical powers.
s286,TV Show,Car SOS,,,United Kingdom,26-Feb-21,2012,TV-PG,8 Seasons,"Buddy, Comedy, Docuseries","Decaying classic cars are revived by two experts for unsuspecting, grateful owners."
s287,TV Show,Disney Channel Games 2008,,,,26-Feb-21,2008,TV-G,1 Season,"Game Show / Competition, Sports, Variety",Disney Channel stars from around the globe compete in the third annual Disney Channel Games.
s288,TV Show,Disney Roll It Back (Shorts),,"Ramon Reed, Kaylin Hayman, Suzi Barrett, Tobie Windham, JC Currais",,26-Feb-21,2019,TV-Y7,1 Season,"Comedy, Docuseries, Family",Join the cast of Just Roll With It as they recap all the crazy that happened in the latest episode!
s289,TV Show,Dog With a Blog,,"G Hannelius, Blake Michael, Francesca Capaldi, Stephen Full, Regan Burns, Beth Littleford",United States,26-Feb-21,2012,TV-G,3 Seasons,"Comedy, Fantasy",Tyler and Avery hide the fact that their new dog can talk.
s290,TV Show,Mickey Go Local,,"Azran Bin Ahmad, Rozita Binti Mohamed Hussain, Shamsir Bin Mohd Shahar, Suzana Binti Ahmad",,26-Feb-21,2019,TV-G,1 Season,"Animation, Comedy, Kids","Mickey and his friends explore Singapore and Malaysia’s finest, from food to clothing."
s291,Movie,Myth: A Frozen Tale,Jeff Gipson,Evan Rachel Wood,United States,26-Feb-21,2021,TV-G,12 min,"Animation, Family, Fantasy",A family sits down for a bedtime story and is transported to a forest filled with elemental spirits.
s292,Movie,Okavango: River of Dreams,"Dereck Joubert, Beverly Joubert",Dereck Joubert,"Austria, South Africa",26-Feb-21,2020,TV-PG,95 min,"Animals & Nature, Documentary",The story of the Okavango River through the wildlife who dwell amongst its waters.
s293,TV Show,Pair of Kings,,"Mitchel Musso, Doc Shaw, Kelsey Chow, Ryan Ochoa, Geno Segers",United States,26-Feb-21,2010,TV-Y7,3 Seasons,"Action-Adventure, Comedy, Coming of Age","Fraternal teenage twins, Brady and Boomer, are suddenly informed of their royal lineage."
s294,TV Show,Secrets of Sulphur Springs,,"Preston Oliver, Kyliegh Curran, Elle Graham, Madeleine McGraw, Landon Gordon, Kelly Frye",United States,26-Feb-21,2021,TV-PG,1 Season,"Family, Fantasy, Mystery",Griffin and his family move to a mysterious town.
s295,Movie,Shanghai Disney Resort Grand Opening Gala,,,,26-Feb-21,2016,TV-G,24 min,Variety,A grand extravaganza which celebrates the opening of Shanghai Disney Resort.
s296,Movie,Cheaper By the Dozen,Shawn Levy,"Steve Martin, Bonnie Hunt, Hilary Duff, Tom Welling, Piper Perabo",United States,19-Feb-21,2003,PG,99 min,"Comedy, Family",Tom and Kate Baker discover that managing twelve children and big careers are a difficult mix.
s297,Movie,Cheaper by the Dozen 2,Adam Shankman,"Steve Martin, Eugene Levy, Bonnie Hunt, Tom Welling, Piper Perabo, Carmen Electra","United States, Canada",19-Feb-21,2005,PG,95 min,"Comedy, Family",The Bakers go toe-to-toe against the Murtaughs in the ultimate inter-family battle.
s298,Movie,Flora & Ulysses,Lena Khan,"Matilda Lawler, Alyson Hannigan, Ben Schwartz, Anna Deavere Smith, Danny Pudi, Benjamin Evan Ainsworth",United States,19-Feb-21,2021,PG,95 min,"Comedy, Coming of Age, Drama",Comic book fan Flora saves a squirrel whose superhero powers bring hope and wonder to her family.
s299,Movie,The Book of Life,Jorge R. Gutiérrez,"Diego Luna, Zoe Saldana, Channing Tatum, Ron Perlman, Christina Applegate, Ice Cube",,19-Feb-21,2014,PG,101 min,"Action-Adventure, Animation, Comedy",A young man embarks on a journey that spans three fantastical worlds.
s300,TV Show,The Muppet Show,,"Jim Henson, Frank Oz, Dave Goelz, Richard Hunt, Eren Ozker, John Lovelady","United States, United Kingdom",19-Feb-21,1976,TV-PG,5 Seasons,"Comedy, Family, Variety",It's time to raise the curtain on The Muppet Show!
s301,TV Show,Marvel Battleworld: Mystery of the Thanostones,,"Giles Panton, Rebecca Shoichet, Jesse Inocalla, Brad Swaile, Deven Mack, Ian Hanlin",United States,12-Feb-21,2020,TV-Y7-FV,1 Season,"Action-Adventure, Animation, Fantasy",Iron Man and Captain Marvel team up to stop Thanos!
s302,Movie,Marvel's Behind the Mask,,,,12-Feb-21,2021,TV-14,65 min,"Anthology, Documentary",A documentary special exploring the power of identity behind superheroes we know and love today.
s303,Movie,Rodgers & Hammerstein's Cinderella,Robert Iscove,"Brandy Norwood, Whitney Houston, Bernadette Peters, Paolo Montalbán, Whoopi Goldberg, Victor Garber",,12-Feb-21,1997,G,86 min,"Comedy, Family, Fantasy",History’s most enduring fairy tale returns with a thoroughly modern twist.
s304,Movie,You Again,Andy Fickman,"Kristen Bell, Sigourney Weaver, Jamie Lee Curtis, Odette Yustman, Kristin Chenoweth, Victor Garber",United States,12-Feb-21,2010,PG,106 min,Comedy,An unlikely reunion causes high school drama to resurface between a nice girl and her arch nemesis.
s305,Movie,Disney My Music Story: Yoshiki,Kentaro Takayanagi,YOSHIKI,"United States, Japan",5-Feb-21,2019,TV-PG,48 min,"Biographical, Documentary, Music",Yoshiki from “X Japan” performs two Disney songs and talks about his music.
s306,Movie,Expedition Everest,Katie Bauer Murdock,Tate Donovan,United States,5-Feb-21,2020,TV-PG,45 min,"Animals & Nature, Documentary",Scientists and Sherpas team up on Mount Everest to install the highest weather station in the world.
s307,Movie,Upside-Down Magic,Joe Nussbaum,"Izabela Rose, Siena Agudong, Kyle Howard, Elie Samouhi, Alison Fernandez, Max Torina","United States, Canada",5-Feb-21,2020,TV-PG,97 min,"Coming of Age, Fantasy",Nory enters the Sage Academy for Magical Studies!
s308,TV Show,Wicked Tuna: Outer Banks,,Bill Ratner,,5-Feb-21,2013,TV-14,7 Seasons,"Animals & Nature, Docuseries, Family",Fishermen venture to North Carolina’s Outer Banks to battle for the ocean’s most lucrative prize.
s309,TV Show,Dinosaurs,,,United States,29-Jan-21,1991,TV-PG,4 Seasons,"Comedy, Family",Dinosaurs raise a family during the Stone Age.
s310,Movie,Texas Storm Squad,Natalie Hewit,Sam Douglas,,29-Jan-21,2020,TV-14,44 min,Documentary,An elite search and rescue team battles to save lives during record-breaking Storm Imelda.
s311,TV Show,Pixar Popcorn,,"Ellen DeGeneres, Craig T. Nelson, Holly Hunter, Keegan-Michael Key, Jordan Peele",United States,22-Jan-21,2021,TV-PG,1 Season,"Animation, Anthology, Family",Grab a quick snack of Pixar with this collection of mini shorts starring your favorite characters.
s312,Movie,Wild Uganda,Harald Pokieser,Russell Boulter,,22-Jan-21,2018,TV-PG,45 min,"Animals & Nature, Documentary",Uganda boasts one of the most diverse landscapes on Earth and wildlife is thriving.
s313,TV Show,Elena of Avalor,,"Aimee Carrero, Jenna Ortega, Keith Ferguson, Jillian Reed, Carlos Alazraqui, Mikey Kelley",United States,15-Jan-21,2015,TV-Y7,3 Seasons,"Action-Adventure, Animation, Fantasy",Elena of Avalor must learn to rule!
s314,Movie,Isle of Dogs,Wes Anderson,"Bryan Cranston, Koyu Rankin, Edward Norton, Bob Balaban, Jeff Goldblum, Bill Murray","United States, Germany, United Kingdom",15-Jan-21,2018,PG-13,102 min,"Action-Adventure, Animation, Comedy","Set in Japan, ISLE OF DOGS follows a boy's odyssey in search of his dog."
s315,Movie,Mary Poppins Returns,Rob Marshall,"Emily Blunt, Lin-Manuel Miranda, Ben Whishaw, Emily Mortimer, Julie Walters, Pixie Davies","United States, United Kingdom",15-Jan-21,2018,PG,140 min,"Family, Fantasy, Musical",Mary Poppins is back to help the Banks family in this reimagined classic.
s316,TV Show,WandaVision,,"Elizabeth Olsen, Paul Bettany, Teyonah Parris, Kathryn Hahn, Randall Park, Kat Dennings",United States,15-Jan-21,2021,TV-14,1 Season,"Drama, Fantasy, Mystery",Two super-powered beings living idealized suburban lives suspect that everything is not as it seems.
s317,TV Show,Disney Fam Jam,,"Phil Wright, Ariel Martin, Trevor Tordjman",United States,8-Jan-21,2020,TV-G,1 Season,"Family, Game Show / Competition, Reality",Families across America compete in epic dance battles!
s318,Movie,Ferdinand,Carlos Saldanha,"Jack Gore, Jet Jurgensmeyer, Nile Diaz, Colin H. Murphy, Carlos Saldanha, Jeremy Sisto","United States, Spain",8-Jan-21,2017,PG,111 min,"Action-Adventure, Animation, Comedy","Ferdinand, a peace-loving bull, rallies a misfit team of friends on the ultimate adventure home."
s319,TV Show,Marvel Studios LEGENDS,,,United States,8-Jan-21,2021,TV-14,1 Season,"Action-Adventure, Docuseries, Fantasy",Marvel Studios LEGENDS celebrates the heroes and villains of the highly anticipated Disney+ shows.
s320,Movie,Toy Story: That Time Forgot,Steve Purcell,"Tom Hanks, Tim Allen, Kristen Schaal, Kevin McKidd, Emily Hahn, Wallace Shawn",United States,8-Jan-21,2014,TV-G,22 min,"Action-Adventure, Animation, Comedy",The Toy Story crew meet a delusional set of action figures.
s321,Movie,700 Sharks,Luc Marescot,Paul Bandey,France,1-Jan-21,2018,TV-PG,45 min,"Animals & Nature, Documentary",Follow an international team of scientists in Polynesia as they study a school of 700 sharks.
s322,Movie,Big Sharks Rule,,Lance Lewman,,1-Jan-21,2018,TV-14,45 min,"Animals & Nature, Documentary","In the waters of South Africa, sharks reign supreme."
s323,Movie,Dr. Seuss' Horton Hears a Who!,"Jimmy Hayward, Steve Martino","Jim Carrey, Steve Carell, Will Arnett, Seth Rogen, Isla Fisher, Amy Poehler",United States,1-Jan-21,2008,G,88 min,"Animation, Comedy, Family",Horton must save a civilization living on a speck of dust from those who don't believe they exist.
s324,Movie,Great Shark Chow Down,Mark Woodward,Dan Nachtrab,,1-Jan-21,2019,TV-PG,45 min,"Animals & Nature, Documentary",Great Shark Chow Down – prepare for a feast of extraordinary shark-feeding events.
s325,Movie,Mega Hammerhead,"Brandon Hill, Marc Ostrick",Neil Hammerschlag,United States,1-Jan-21,2016,TV-PG,43 min,"Animals & Nature, Documentary",Dr. Neil Hammerschlag and his team are setting off on a quest to learn more the Great Hammerhead.
s326,Movie,Burrow,Madeline Sharafian,,United States,25-Dec-20,2020,G,6 min,"Animation, Family",A rabbit attempts to dig a burrow and learns there’s no shame in asking for help.
s327,TV Show,Cosmos: Possible Worlds,,Neil deGrasse Tyson,United States,25-Dec-20,2020,TV-14,1 Season,"Action-Adventure, Docuseries, Family",COSMOS: POSSIBLE WORLDS continues Carl Sagan’s legacy that began more than 40 years ago.
s328,TV Show,Disney Gallery / Star Wars: The Mandalorian,,"Jon Favreau, Dave Filoni, Pedro Pascal, Bryce Howard, Taika Waititi, Carl Weathers",United States,25-Dec-20,2020,TV-PG,2 Seasons,"Action-Adventure, Docuseries, Family",DISNEY GALLERY / STAR WARS: THE MANDALORIAN is a docuseries about the making of The Mandalorian.
s329,Movie,Max Keeble's Big Move,Tim Hill,"Alex D. Linz, Larry Miller, Jamie Kennedy, Zena Grey, Josh Peck, Nora Dunn",United States,25-Dec-20,2001,PG,88 min,"Comedy, Family","After a week of creating mayhem, Max has to face the consequences."
s330,Movie,Soul,Pete Docter,"Jamie Foxx, Tina Fey, Angela Bassett, Ahmir-Khalib ""Questlove"" Thompson, Phylicia Rashad, Daveed Diggs",United States,25-Dec-20,2020,PG,107 min,"Animation, Comedy, Family","Jamie Foxx stars in Pixar’s ""Soul,"" a comedy about what makes you... YOU."
s331,Movie,Arendelle Castle Yule Log,,,United States,18-Dec-20,2020,TV-G,180 min,"Animation, Family",Set the wintry mood for your holiday celebration with Anna and Elsa’s Arendelle Castle yule log.
s332,Movie,Buried Truth of the Maya,,Josh Bernstein,United States,18-Dec-20,2020,TV-PG,48 min,"Documentary, Historical",A high-tech archaeological team explores the hidden secrets of Chichen Itza.
s333,TV Show,Disney Parks Sunrise Series,,,,18-Dec-20,2021,TV-G,1 Season,"Animals & Nature, Docuseries, Family","An inspiring view of Disney Parks few have experienced before, at sunrise. Previously Recorded."
s334,Movie,Dory's Reef Cam,Michal Makarewicz,,United States,18-Dec-20,2020,TV-G,182 min,"Animation, Family",Dive into the waters below and watch the aquatic wildlife from the world of Nemo and Dory.
